,Habitantes/Vivienda,Uso_Recipiente_Para_Agua,Medidas_Contra_HP,Antesedentes_CG,Antesedentes_Ulceras,Antesedentes_Gastritis,Convivencia_infeccion,Comparten_Cubiero,Comparten_Cepillo,Dias_Ducha,Cepillado,Purificacion,Mal_Olor,Mal_Color,Mal_Sabor,Sedimentos,LavadoAntesComer,LavadoPostSanitario,Etnia,Prevalencia
150,4.75,0.91667,0.5,0.08333,0.08333,0.5,0.0,0.0,0.0,1.83333,2.66667,2.0,0.0,0.33333,0.08333,0.0,0.91667,1.0,3.0,2.0
151,4.66667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33333,2.33333,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
152,5.22727,0.63636,0.27273,0.0,0.0,0.22727,0.0,0.0,0.0,1.90909,2.27273,2.0,0.04545,0.22727,0.09091,0.18182,1.0,1.0,3.0,3.0
153,3.71429,1.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.0,1.92857,2.71429,2.0,0.0,0.07143,0.07143,0.07143,0.92857,0.85714,3.0,3.0
154,5.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0
155,4.68116,0.30435,0.17391,0.01449,0.0,0.11594,0.0,0.04348,0.05797,1.97101,2.33824,4.0,0.01449,0.05797,0.02899,0.2029,0.57971,0.89855,0.0,1.0
156,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.66667,2.0,0.0,0.33333,0.0,0.33333,1.0,1.0,3.0,2.0
157,3.8,0.45,0.25,0.0,0.05,0.2,0.0,0.05,0.1,1.95,2.36842,4.0,0.0,0.0,0.0,0.0,0.85,0.95,0.0,1.0
158,4.85,0.9,0.0,0.1,0.1,0.45,0.05,0.0,0.0,2.0,2.6875,2.0,0.1,0.5,0.1,0.25,1.0,1.0,3.0,3.0
159,4.28,0.68,0.0,0.0,0.0,0.08,0.04,0.04,0.0,2.0,2.76,2.0,0.0,0.24,0.0,0.24,0.88,0.96,0.0,3.0
160,6.58621,0.68966,0.27586,0.0,0.03448,0.58621,0.0,0.10345,0.03448,1.93103,2.74074,2.0,0.03448,0.13793,0.06897,0.03448,0.89655,0.86207,3.0,2.0
161,4.81481,0.59259,0.25926,0.11111,0.03704,0.51852,0.18519,0.0,0.07407,2.0,2.65385,2.0,0.14815,0.40741,0.07407,0.25926,0.92593,0.92593,3.0,3.0
162,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0
163,5.66667,0.42857,0.04762,0.0,0.0,0.28571,0.0,0.0,0.0,2.0,2.66667,4.0,0.0,0.52381,0.04762,0.09524,0.95238,1.0,3.0,4.0
164,6.5625,0.75,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,2.0,2.5,2.0,0.0625,0.375,0.0625,0.0,1.0,1.0,2.0,3.0
165,3.6,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.2,2.4,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
166,5.0,1.0,0.5,0.0,0.0,0.75,0.25,0.0,0.0,2.0,2.25,2.0,0.0,0.25,0.0,0.25,1.0,1.0,2.0,4.0
167,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0
168,4.95833,0.875,0.08333,0.0,0.04167,0.125,0.0,0.0,0.125,1.95833,2.625,2.0,0.0,0.04167,0.04167,0.0,1.0,0.91667,2.0,4.0
169,5.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,1.4,2.8,2.0,0.0,0.0,0.0,0.0,0.8,1.0,3.0,2.0
170,3.88889,0.44444,0.0,0.0,0.0,0.55556,0.0,0.0,0.0,1.55556,2.55556,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
171,5.4,1.0,0.0,0.13333,0.0,0.2,0.33333,0.13333,0.0,2.0,3.06667,2.0,0.0,0.26667,0.0,0.66667,1.0,1.0,2.0,2.0
172,4.4,1.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,1.8,2.8,2.0,0.0,0.4,0.0,0.4,1.0,1.0,3.0,2.0
173,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
174,7.06667,0.6,0.2,0.06667,0.0,0.53333,0.26667,0.06667,0.06667,2.0,2.6,2.0,0.06667,0.2,0.13333,0.0,0.86667,0.93333,3.0,2.0
175,4.46154,0.69231,0.0,0.0,0.0,0.30769,0.0,0.15385,0.0,2.0,2.84615,2.0,0.15385,0.46154,0.07692,0.0,1.0,1.0,3.0,2.0
176,4.53846,0.76923,0.0,0.07692,0.0,0.76923,0.0,0.30769,0.23077,2.0,2.38462,2.0,0.15385,0.23077,0.38462,0.23077,0.76923,0.92308,3.0,2.0
177,6.26087,0.34783,0.26087,0.0,0.0,0.52174,0.0,0.0,0.04348,1.78261,2.17391,4.0,0.0,0.08696,0.0,0.69565,0.91304,0.91304,2.0,4.0
178,4.5,0.83333,0.0,0.0,0.0,0.22222,0.11111,0.05556,0.0,1.94444,2.83333,2.0,0.11111,0.11111,0.05556,0.61111,1.0,1.0,2.0,1.0
179,3.66667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.33333,1.0,1.0,2.0,0.0
180,6.0,0.83333,0.33333,0.08333,0.0,0.58333,0.0,0.0,0.0,2.0,2.91667,2.0,0.08333,0.75,0.08333,1.0,1.0,1.0,3.0,3.0
181,5.0,1.0,0.0,0.4,0.0,0.2,0.2,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
182,4.5,0.71429,0.07143,0.0,0.0,0.57143,0.0,0.0,0.0,2.0,2.78571,2.0,0.14286,0.28571,0.07143,0.07143,0.92857,0.92857,3.0,3.0
183,5.33333,0.88889,0.11111,0.0,0.0,0.11111,0.11111,0.0,0.0,2.0,2.77778,2.0,0.22222,0.22222,0.44444,0.0,0.77778,0.88889,3.0,3.0
184,5.27273,0.09091,0.0,0.0,0.0,0.81818,0.0,0.27273,0.09091,1.90909,1.63636,4.0,0.09091,0.72727,0.0,0.36364,0.63636,0.90909,0.0,1.0
185,4.0,0.75,0.25,0.0,0.0,0.75,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.75,0.0,0.5,1.0,1.0,3.0,1.0
186,6.45946,0.37838,0.27027,0.0,0.02703,0.18919,0.62162,0.08108,0.0,1.97297,2.35135,2.0,0.0,0.05405,0.0,0.05405,0.97297,0.94595,3.0,2.0
187,5.20312,0.46875,0.3125,0.04688,0.01562,0.4375,0.0625,0.07812,0.10938,1.98438,2.40625,5.0,0.0,0.07812,0.0,0.21875,0.6875,0.92188,3.0,2.0
188,5.22727,0.90909,0.0,0.0,0.04545,0.0,0.0,0.09091,0.0,2.0,2.81818,2.0,0.09091,0.04545,0.09091,0.63636,1.0,0.95455,3.0,3.0
189,7.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
190,4.5,0.4375,0.0625,0.0,0.0625,0.25,0.0,0.0,0.0,2.0,2.46667,2.0,0.0,0.0625,0.0,0.625,1.0,0.9375,2.0,3.0
191,4.0,0.92,0.44,0.04,0.04,0.4,0.0,0.12,0.08,2.0,2.6087,2.0,0.04,0.08,0.24,0.0,0.96,1.0,3.0,2.0
192,5.28571,0.8,0.02857,0.02857,0.0,0.14286,0.0,0.02857,0.0,1.88571,2.82353,2.0,0.05714,0.11429,0.08571,0.14286,1.0,1.0,3.0,3.0
193,5.26866,0.86567,0.10448,0.01493,0.0597,0.40299,0.04478,0.0,0.02985,2.0,2.8209,2.0,0.01493,0.20896,0.01493,0.10448,1.0,0.98507,3.0,2.0
194,4.5,0.5,0.125,0.0,0.0,0.125,0.0,0.0,0.0,2.0,2.375,2.0,0.5,0.625,0.5,0.0,0.875,1.0,3.0,1.0
195,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
196,4.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,2.0,2.5,2.0,0.0,0.0,0.0,0.5,1.0,1.0,3.0,1.0
197,5.09259,0.62963,0.16667,0.03704,0.0,0.38889,0.03704,0.07407,0.0,2.0,2.72222,2.0,0.03704,0.09259,0.0,0.09259,0.96296,0.98148,3.0,3.0
198,5.75,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.5,0.0,0.0,1.0,1.0,3.0,4.0
199,5.14286,0.85714,0.14286,0.14286,0.14286,0.71429,0.42857,0.0,0.0,2.0,2.85714,2.0,0.0,0.28571,0.0,0.42857,1.0,1.0,3.0,2.0
200,5.06667,0.93333,0.0,0.23333,0.03333,0.33333,0.03333,0.0,0.0,2.0,2.73333,2.0,0.03333,0.16667,0.0,0.06667,1.0,0.96667,3.0,2.0
201,7.2,1.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,2.0,2.2,2.0,0.0,0.2,0.0,0.0,1.0,1.0,3.0,1.0
202,4.42857,0.35714,0.14286,0.0,0.0,0.28571,0.0,0.07143,0.0,2.0,2.35714,2.0,0.0,0.28571,0.0,0.07143,1.0,1.0,3.0,3.0
203,4.33708,0.66292,0.0,0.0,0.02247,0.24719,0.07865,0.01124,0.0,2.0,3.0,2.0,0.0,0.34831,0.0,0.1573,1.0,1.0,3.0,3.0
204,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0
205,5.07692,0.76923,0.0,0.0,0.0,0.46154,0.0,0.0,0.0,2.0,2.30769,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
206,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
207,4.2,1.0,0.2,0.2,0.0,0.4,0.0,0.2,0.2,2.0,2.6,2.0,0.0,0.0,0.0,0.0,0.8,1.0,3.0,0.0
208,4.47059,0.41176,0.17647,0.05882,0.0,0.35294,0.05882,0.11765,0.05882,2.0,3.0,2.0,0.0,0.05882,0.0,0.94118,0.94118,1.0,3.0,3.0
209,3.97391,0.64348,0.07826,0.0087,0.0,0.31304,0.01739,0.0,0.0087,2.0,2.66957,2.0,0.02609,0.32174,0.01739,0.0087,0.98261,0.98261,3.0,3.0
210,4.875,0.625,-0.04167,0.04167,0.08333,0.41667,0.0,0.04167,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.95833,1.0,1.0,3.0,2.0
211,4.875,0.125,0.0,0.0,0.0,0.25,0.25,0.0,0.0,2.0,2.42857,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
212,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.75,3.0,1.0
213,3.75,0.8,0.0,0.0,0.0,0.4,0.0,0.6,0.0,2.0,3.0,2.0,0.0,0.6,0.2,0.6,0.8,0.8,3.0,3.0
214,3.33333,1.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
215,5.05,0.9,0.0,0.0,0.0,0.25,0.0,0.3,0.0,2.0,2.5,2.0,0.0,0.25,0.0,0.0,0.95,1.0,2.0,3.0
216,4.33333,1.0,0.0,0.33333,0.0,0.66667,0.0,0.0,0.0,2.0,2.66667,2.0,0.0,0.33333,0.0,0.0,1.0,1.0,2.0,4.0
217,4.42857,0.71429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57143,2.28571,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0
218,3.0,0.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.33333,2.0,0.0,0.33333,0.0,0.0,1.0,1.0,3.0,2.0
219,4.07143,0.92857,0.0,0.0,0.0,0.42857,0.14286,0.28571,0.0,2.0,2.78571,2.0,0.0,0.28571,0.0,0.35714,1.0,1.0,3.0,3.0
220,3.84615,0.69231,0.69231,0.0,0.0,0.61538,0.0,0.0,0.0,2.0,2.92308,2.0,0.0,0.30769,0.0,0.0,0.92308,1.0,3.0,2.0
221,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0
222,4.92857,0.35714,0.07143,0.0,0.0,0.21429,0.0,0.0,0.0,2.0,2.35714,4.0,0.0,0.07143,0.07143,0.57143,0.78571,0.85714,2.0,1.0
223,4.71429,0.65714,0.0,0.0,0.0,0.0,0.0,0.02857,0.02857,2.0,3.0,2.0,0.0,0.0,0.0,0.02857,0.85714,0.85714,2.0,1.0
224,4.61765,0.67647,0.02941,0.0,0.02941,0.14706,0.0,0.11765,0.0,2.0,2.41176,2.0,0.05882,0.08824,0.0,0.29412,0.97059,0.94118,2.0,4.0
225,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0
226,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
227,4.75,0.36111,0.02778,0.0,0.0,0.22222,0.02778,0.11111,0.0,1.94444,2.35294,2.0,0.05556,0.05556,0.11111,0.02778,0.97222,0.97222,2.0,2.0
228,4.66667,0.86667,0.86667,0.06667,0.0,0.73333,0.06667,0.0,0.0,1.73333,2.73333,2.0,0.0,0.86667,0.2,0.73333,1.0,1.0,3.0,4.0
229,4.83333,0.91667,0.83333,0.08333,0.0,0.91667,0.0,0.0,0.0,2.0,2.33333,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
230,4.5,0.25,0.0,0.0,0.125,0.125,0.0,0.0,0.0,2.0,2.875,2.0,0.0,0.125,0.0,0.0,1.0,1.0,3.0,1.0
231,4.6087,0.56522,0.04348,0.0,0.0,0.30435,0.08696,0.04348,0.0,2.0,3.0,2.0,0.0,0.17391,0.0,0.0,1.0,1.0,3.0,3.0
232,4.77778,0.88889,0.27778,0.0,0.0,0.5,0.11111,0.11111,0.05556,2.0,2.66667,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
233,5.35714,0.85714,0.92857,0.0,0.0,0.78571,0.0,0.0,0.0,1.92857,2.53846,2.0,0.0,0.78571,0.0,0.0,0.92857,1.0,3.0,1.0
234,4.66667,0.33333,0.33333,0.0,0.0,0.33333,0.33333,0.0,0.0,2.0,2.66667,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
235,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
236,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
237,4.91667,0.91667,0.5,0.08333,0.08333,0.58333,0.0,0.0,0.0,1.91667,2.58333,2.0,0.0,0.08333,0.16667,0.0,1.0,1.0,3.0,4.0
238,4.91667,0.625,0.0,0.04167,0.0,0.41667,0.04167,0.375,0.04167,1.91667,2.70833,2.0,0.0,0.0,0.0,0.125,1.0,1.0,3.0,2.0
239,4.19231,0.96154,0.80769,0.0,0.07692,0.57692,0.0,0.0,0.0,1.73077,2.44,2.0,0.0,0.53846,0.0,0.15385,0.96154,0.96154,3.0,1.0
240,4.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.25,0.0,0.25,1.0,1.0,3.0,3.0
241,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
242,5.2,0.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.0,2.4,2.0,0.0,0.4,0.0,0.0,0.8,0.8,3.0,4.0
243,3.66667,0.33333,0.0,0.0,0.33333,0.33333,0.0,0.0,0.0,2.0,2.66667,2.0,0.0,1.0,0.0,0.0,0.66667,0.66667,3.0,2.0
244,4.19048,0.52381,0.71429,0.0,0.0,0.33333,0.0,0.0,0.0,1.7619,2.7619,2.0,0.0,0.09524,0.0,0.04762,1.0,0.95238,2.0,2.0
245,4.15385,0.84615,0.0,0.0,0.0,0.15385,0.0,0.0,0.0,1.76923,2.15385,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
246,4.92308,0.61538,0.15385,0.0,0.0,0.38462,0.0,0.0,0.0,1.84615,2.84615,2.0,0.23077,0.76923,0.15385,0.76923,1.0,1.0,3.0,3.0
247,3.91667,1.0,0.83333,0.0,0.0,0.66667,0.0,0.0,0.0,1.83333,2.75,2.0,0.08333,0.66667,0.0,0.08333,1.0,1.0,3.0,1.0
248,4.34615,0.73077,0.19231,0.03846,0.07692,0.53846,0.03846,0.07692,0.07692,1.96154,2.76923,2.0,0.0,0.03846,0.0,0.26923,0.88462,0.84615,3.0,2.0
249,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
250,4.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.4,2.0,0.0,0.4,0.0,0.0,0.6,1.0,3.0,3.0
251,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0
252,5.44444,0.33333,0.22222,0.0,0.11111,0.22222,0.66667,0.0,0.0,2.0,2.44444,2.0,0.22222,0.0,0.0,0.11111,0.88889,1.0,3.0,3.0
253,6.11111,0.66667,0.11111,0.0,0.0,0.33333,0.0,0.0,0.0,2.0,2.61111,2.0,0.0,0.0,0.0,0.05556,0.88889,0.94444,3.0,4.0
254,5.76,0.68,0.08,0.0,0.0,0.24,0.0,0.04,0.0,2.0,2.76,2.0,0.0,0.04,0.04,0.0,0.96,1.0,3.0,3.0
255,5.26027,0.45205,0.09589,0.0,0.0,0.38356,0.0137,0.0137,0.0411,1.9863,2.34247,4.0,0.0137,0.0274,0.0,0.83562,0.9589,0.94521,2.0,3.0
256,4.16667,1.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,1.83333,2.33333,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
257,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
258,5.1,0.9,0.2,0.0,0.0,0.7,0.0,0.2,0.0,2.0,2.33333,2.0,0.0,0.0,0.1,0.0,0.9,0.9,3.0,2.0
259,3.5,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.75,1.75,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
260,5.0,0.36364,0.09091,0.09091,0.0,0.54545,0.09091,0.18182,0.0,2.0,2.90909,2.0,0.09091,0.18182,0.0,0.63636,1.0,0.72727,3.0,2.0
261,5.4,0.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.1,2.4,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
262,4.0,0.72727,0.0,0.0,0.0,0.09091,0.0,0.0,0.0,2.0,2.63636,4.0,0.0,0.0,0.54545,0.18182,1.0,1.0,3.0,2.0
263,3.76471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05882,1.94118,2.94118,2.0,0.0,0.0,0.0,0.0,0.82353,0.94118,2.0,1.0
264,4.8,0.7,0.1,0.1,0.0,0.6,0.0,0.1,0.0,2.0,3.0,2.0,0.2,0.2,0.1,0.6,1.0,1.0,3.0,1.0
265,4.42623,0.45902,0.19672,0.01639,0.03279,0.36066,0.0,0.16393,0.08197,1.91803,2.4,2.0,0.01639,0.18033,0.04918,0.08197,0.81967,0.86885,0.0,1.0
266,5.14286,0.71429,0.0,0.14286,0.0,0.57143,0.0,0.0,0.0,2.0,2.71429,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
267,4.53846,0.84615,0.84615,0.0,0.07692,0.69231,0.0,0.15385,0.15385,1.92308,2.18182,2.0,0.0,0.15385,0.0,0.07692,1.0,0.92308,3.0,2.0
268,5.47826,0.95652,0.08696,0.0,0.0,0.34783,0.17391,0.0,0.0,2.0,2.52174,2.0,0.04348,0.13043,0.04348,0.13043,1.0,0.95652,3.0,4.0
269,4.0,0.25,0.75,0.0,0.25,0.0,0.25,0.0,0.0,2.0,2.25,2.0,0.25,0.0,0.0,0.0,1.0,1.0,3.0,1.0
270,4.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.0,2.0,0.0,0.0,0.0,0.0,0.75,1.0,3.0,4.0
271,4.66667,0.33333,0.0,0.0,0.0,0.66667,0.0,0.0,0.0,2.0,2.66667,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
272,5.32,0.76,0.24,0.0,0.04,0.28,0.08,0.0,0.0,2.0,3.0,2.0,0.08,0.0,0.04,0.16,1.0,1.0,3.0,2.0
273,5.04762,0.7619,0.19048,0.04762,0.0,0.28571,0.0,0.0,0.0,2.0,2.95238,2.0,0.14286,0.09524,0.0,0.09524,1.0,1.0,3.0,3.0
274,4.83333,0.5,0.0,0.0,0.05556,0.44444,0.22222,0.0,0.0,2.0,2.72222,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
275,4.62162,0.24324,0.0,0.0,0.0,0.10811,0.0,0.32432,0.02703,1.91892,2.42857,4.0,0.0,0.02703,0.02703,0.59459,0.81081,0.81081,2.0,2.0
276,4.5,0.92308,0.0,0.0,0.0,0.11538,0.0,0.0,0.0,2.0,2.88462,2.0,0.03846,0.5,0.03846,0.26923,1.0,1.0,3.0,4.0
277,3.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
278,5.45652,0.71739,0.02174,0.0,0.0,0.1087,0.04348,0.1087,0.08696,2.0,2.76087,2.0,0.1087,0.19565,0.26087,0.26087,1.0,1.0,3.0,0.0
279,4.75,0.7,0.05,0.0,0.0,0.2,0.05,0.0,0.0,2.0,2.78947,2.0,0.0,0.05,0.0,0.35,0.95,0.95,2.0,1.0
280,6.0,1.0,0.125,0.125,0.0,0.625,0.0,0.0,0.0,2.0,2.5,2.0,0.0,0.0,0.0,0.125,1.0,1.0,3.0,3.0
281,5.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.2,0.0,0.2,0.6,1.0,3.0,4.0
282,4.23077,0.15385,0.46154,0.23077,0.07692,0.15385,0.92308,0.0,0.07692,2.0,2.46154,2.0,0.0,0.46154,0.0,0.07692,0.76923,0.92308,3.0,4.0
283,5.0,0.71429,0.14286,0.0,0.0,0.42857,0.14286,0.0,0.0,2.0,3.0,2.0,0.0,0.57143,0.14286,0.42857,1.0,1.0,3.0,3.0
284,5.25,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.0,2.25,2.0,0.0,0.25,0.0,0.75,1.0,1.0,3.0,4.0
285,4.67742,0.87097,0.12903,0.06452,0.06452,0.25806,0.0,0.0,0.0,2.0,2.76667,2.0,0.0,0.29032,0.0,0.09677,1.0,0.93548,3.0,1.0
286,5.5,0.5,0.91667,0.0,0.0,0.58333,0.0,0.0,0.0,1.83333,2.33333,2.0,0.0,0.5,0.0,0.75,1.0,1.0,2.0,3.0
287,4.42857,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.85714,5.0,0.14286,0.0,0.14286,0.0,1.0,1.0,3.0,3.0
288,5.69231,0.46154,0.30769,0.0,0.0,0.53846,0.23077,0.0,0.0,2.0,2.38462,2.0,0.0,0.07692,0.0,0.0,1.0,1.0,3.0,3.0
289,4.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
290,6.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
291,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
292,6.5,0.75,0.0,0.0,0.0,0.5,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
293,4.72973,0.72973,0.40541,0.02703,0.0,0.7027,0.0,0.05405,0.02703,1.94595,2.7027,2.0,0.05405,0.24324,0.16216,0.02703,0.72973,0.72973,3.0,3.0
294,5.22642,0.85849,0.16038,0.01887,0.0283,0.41509,0.03774,0.01887,0.0,1.99057,2.85849,2.0,0.03774,0.41509,0.0,0.20755,0.9434,1.0,3.0,3.0
295,4.1875,0.45833,0.02083,0.0,0.0,0.0,0.0,0.02083,0.125,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.875,0.91667,2.0,2.0
296,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
297,4.68182,0.81818,0.0,0.0,0.0,0.04545,0.0,0.0,0.0,1.45455,2.27273,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
298,4.54839,0.96774,0.83871,0.03226,0.0,0.83871,0.03226,0.0,0.0,1.90323,2.70968,2.0,0.03226,0.70968,0.03226,0.0,0.96774,0.96774,3.0,2.0
299,4.625,0.625,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
300,4.83333,1.0,0.16667,0.33333,0.0,0.16667,0.0,0.0,0.0,2.0,2.66667,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
301,4.5,0.46429,0.07143,0.0,0.0,0.21429,0.14286,0.0,0.0,1.39286,2.14286,2.0,0.0,0.0,0.0,0.0,0.85714,0.96429,3.0,4.0
302,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0
303,3.6087,0.69565,0.0,0.0,0.0,0.04348,0.13043,0.04348,0.13043,2.0,3.0,2.0,0.0,0.0,0.0,0.95652,1.0,0.95652,3.0,1.0
304,5.375,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.875,2.375,2.0,0.0,0.125,0.0,0.0,1.0,1.0,3.0,2.0
305,4.46377,0.66667,0.3913,0.05797,0.02899,0.49275,0.0,0.04348,0.02899,1.94203,2.5942,2.0,0.01449,0.13043,0.07246,0.04348,0.84058,0.95652,3.0,3.0
306,4.8,0.73333,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.0,2.26667,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
307,4.0,1.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,2.0,2.75,2.0,0.0,0.5,0.0,0.0,1.0,1.0,3.0,3.0
